title,genres,year,votes,rating
Masters of the Universe,Sword & Sorcery,1987,46000,5.4
Masters of the Universe,Action,1987,46000,5.4
Masters of the Universe,Adventure,1987,46000,5.4
Masters of the Universe,Fantasy,1987,46000,5.4
Masters of the Universe,Sci-Fi,1987,46000,5.4
The Grand Budapest Hotel,Caper,2014,922000,8.1
The Grand Budapest Hotel,Quirky Comedy,2014,922000,8.1
The Grand Budapest Hotel,Adventure,2014,922000,8.1
The Grand Budapest Hotel,Comedy,2014,922000,8.1
The Grand Budapest Hotel,Crime,2014,922000,8.1
The Hobbit: The Battle of the Five Armies,Action Epic,2014,594000,7.4
The Hobbit: The Battle of the Five Armies,Adventure Epic,2014,594000,7.4
The Hobbit: The Battle of the Five Armies,Fantasy Epic,2014,594000,7.4
The Hobbit: The Battle of the Five Armies,Mountain Adventure,2014,594000,7.4
The Hobbit: The Battle of the Five Armies,Quest,2014,594000,7.4
The Hobbit: The Battle of the Five Armies,Sword & Sorcery,2014,594000,7.4
The Hobbit: The Battle of the Five Armies,Adventure,2014,594000,7.4
The Hobbit: The Battle of the Five Armies,Fantasy,2014,594000,7.4
Baywatch,Action,2017,210000,5.5
Baywatch,Comedy,2017,210000,5.5
Baywatch,Crime,2017,210000,5.5
Spider,Psychological Thriller,2002,42000,6.7
Spider,Drama,2002,42000,6.7
Spider,Mystery,2002,42000,6.7
Spider,Thriller,2002,42000,6.7
Innocent Blood,Dark Comedy,1992,11000,6.2
Innocent Blood,Action,1992,11000,6.2
Innocent Blood,Comedy,1992,11000,6.2
Innocent Blood,Crime,1992,11000,6.2
Innocent Blood,Horror,1992,11000,6.2
Innocent Blood,Romance,1992,11000,6.2
The Right Stuff,Epic,1984,67000,7.8
The Right Stuff,Historical Epic,1984,67000,7.8
The Right Stuff,Adventure,1984,67000,7.8
The Right Stuff,Biography,1984,67000,7.8
The Right Stuff,Drama,1984,67000,7.8
The Right Stuff,History,1984,67000,7.8
Being John Malkovich,Body Swap Comedy,1999,361000,7.7
Being John Malkovich,High-Concept Comedy,1999,361000,7.7
Being John Malkovich,Psychological Drama,1999,361000,7.7
Being John Malkovich,Satire,1999,361000,7.7
Being John Malkovich,Showbiz Drama,1999,361000,7.7
Being John Malkovich,Supernatural Fantasy,1999,361000,7.7
Being John Malkovich,Comedy,1999,361000,7.7
Being John Malkovich,Drama,1999,361000,7.7
Being John Malkovich,Fantasy,1999,361000,7.7
Chicken Run,Animal Adventure,2000,218000,7.1
Chicken Run,Prison Drama,2000,218000,7.1
Chicken Run,Slapstick,2000,218000,7.1
Chicken Run,Stop Motion Animation,2000,218000,7.1
Chicken Run,Adventure,2000,218000,7.1
Chicken Run,Animation,2000,218000,7.1
Chicken Run,Comedy,2000,218000,7.1
Chicken Run,Drama,2000,218000,7.1
Chicken Run,Family,2000,218000,7.1
Role Models,Buddy Comedy,2008,245000,6.8
Role Models,Comedy,2008,245000,6.8
Albert Nobbs,Drama,2012,26000,6.7
Albert Nobbs,Romance,2012,26000,6.7
Genesis,Documentary,2004,1500,7.1
Dear John,Feel-Good Romance,2010,161000,6.3
Dear John,Drama,2010,161000,6.3
Dear John,Romance,2010,161000,6.3
Dear John,War,2010,161000,6.3
Fast & Furious Presents: Hobbs & Shaw,Car Action,2019,247000,6.5
Fast & Furious Presents: Hobbs & Shaw,Dark Comedy,2019,247000,6.5
Fast & Furious Presents: Hobbs & Shaw,Action,2019,247000,6.5
Fast & Furious Presents: Hobbs & Shaw,Adventure,2019,247000,6.5
Fast & Furious Presents: Hobbs & Shaw,Thriller,2019,247000,6.5
Halloween Kills,Slasher Horror,2021,103000,5.5
Halloween Kills,Action,2021,103000,5.5
Halloween Kills,Drama,2021,103000,5.5
Halloween Kills,Horror,2021,103000,5.5
Halloween Kills,Thriller,2021,103000,5.5
Naked Gun 33 1/3: The Final Insult,Dark Comedy,1994,115000,6.5
Naked Gun 33 1/3: The Final Insult,Parody,1994,115000,6.5
Naked Gun 33 1/3: The Final Insult,Slapstick,1994,115000,6.5
Naked Gun 33 1/3: The Final Insult,Comedy,1994,115000,6.5
Naked Gun 33 1/3: The Final Insult,Crime,1994,115000,6.5
Trust the Man,Comedy,2006,8900,5.7
Trust the Man,Drama,2006,8900,5.7
Trust the Man,Romance,2006,8900,5.7
The Affair of the Necklace,Period Drama,2001,5700,6.0
The Affair of the Necklace,Drama,2001,5700,6.0
The Affair of the Necklace,History,2001,5700,6.0
The Affair of the Necklace,Romance,2001,5700,6.0
Planet of the Apes,Action,2001,238000,5.7
Planet of the Apes,Adventure,2001,238000,5.7
Planet of the Apes,Sci-Fi,2001,238000,5.7
Planet of the Apes,Thriller,2001,238000,5.7
Poor Things,Dark Comedy,2023,336000,7.8
Poor Things,Steampunk,2023,336000,7.8
Poor Things,Comedy,2023,336000,7.8
Poor Things,Drama,2023,336000,7.8
Poor Things,Romance,2023,336000,7.8
Poor Things,Sci-Fi,2023,336000,7.8
Code 46,Drama,2004,21000,6.1
Code 46,Romance,2004,21000,6.1
Code 46,Sci-Fi,2004,21000,6.1
Code 46,Thriller,2004,21000,6.1
Yesterday,Feel-Good Romance,2019,175000,6.8
Yesterday,Romantic Comedy,2019,175000,6.8
Yesterday,Comedy,2019,175000,6.8
Yesterday,Fantasy,2019,175000,6.8
Yesterday,Music,2019,175000,6.8
Yesterday,Romance,2019,175000,6.8
Swimming with Sharks,Dark Comedy,1995,25000,7.0
Swimming with Sharks,Satire,1995,25000,7.0
Swimming with Sharks,Showbiz Drama,1995,25000,7.0
Swimming with Sharks,Comedy,1995,25000,7.0
Swimming with Sharks,Crime,1995,25000,7.0
Johnny English Strikes Again,Parody,2018,87000,6.2
Johnny English Strikes Again,Slapstick,2018,87000,6.2
Johnny English Strikes Again,Action,2018,87000,6.2
Johnny English Strikes Again,Adventure,2018,87000,6.2
Johnny English Strikes Again,Comedy,2018,87000,6.2
Rambo: Last Blood,Contemporary Western,2019,115000,6.1
Rambo: Last Blood,Gun Fu,2019,115000,6.1
Rambo: Last Blood,One-Person Army Action,2019,115000,6.1
Rambo: Last Blood,Action,2019,115000,6.1
Rambo: Last Blood,Crime,2019,115000,6.1
Rambo: Last Blood,Thriller,2019,115000,6.1
King Kong,Adventure Epic,2005,458000,7.2
King Kong,Dark Romance,2005,458000,7.2
King Kong,Dinosaur Adventure,2005,458000,7.2
King Kong,Globetrotting Adventure,2005,458000,7.2
King Kong,Jungle Adventure,2005,458000,7.2
King Kong,Period Drama,2005,458000,7.2
King Kong,Tragedy,2005,458000,7.2
King Kong,Urban Adventure,2005,458000,7.2
King Kong,Action,2005,458000,7.2
King Kong,Adventure,2005,458000,7.2
Highlander: The Final Dimension,Dark Fantasy,1995,23000,4.5
Highlander: The Final Dimension,Action,1995,23000,4.5
Highlander: The Final Dimension,Fantasy,1995,23000,4.5
Highlander: The Final Dimension,Romance,1995,23000,4.5
Highlander: The Final Dimension,Sci-Fi,1995,23000,4.5
Joy Ride,Psychological Thriller,2001,79000,6.6
Joy Ride,Road Trip,2001,79000,6.6
Joy Ride,Drama,2001,79000,6.6
Joy Ride,Mystery,2001,79000,6.6
Joy Ride,Thriller,2001,79000,6.6
The Interpreter,Political Thriller,2005,112000,6.4
The Interpreter,Crime,2005,112000,6.4
The Interpreter,Mystery,2005,112000,6.4
The Interpreter,Thriller,2005,112000,6.4
The Spy Who Dumped Me,Buddy Cop,2018,85000,6.0
The Spy Who Dumped Me,Globetrotting Adventure,2018,85000,6.0
The Spy Who Dumped Me,High-Concept Comedy,2018,85000,6.0
The Spy Who Dumped Me,Spy,2018,85000,6.0
The Spy Who Dumped Me,Action,2018,85000,6.0
The Spy Who Dumped Me,Adventure,2018,85000,6.0
The Spy Who Dumped Me,Comedy,2018,85000,6.0
Pirates of the Caribbean: Dead Man's Chest,Adventure Epic,2006,793000,7.4
Pirates of the Caribbean: Dead Man's Chest,Sea Adventure,2006,793000,7.4
Pirates of the Caribbean: Dead Man's Chest,Swashbuckler,2006,793000,7.4
Pirates of the Caribbean: Dead Man's Chest,Action,2006,793000,7.4
Pirates of the Caribbean: Dead Man's Chest,Adventure,2006,793000,7.4
Pirates of the Caribbean: Dead Man's Chest,Fantasy,2006,793000,7.4
Hoosiers,Basketball,1987,54000,7.4
Hoosiers,Drama,1987,54000,7.4
Hoosiers,Sport,1987,54000,7.4
Ransom,Action,1996,139000,6.7
Ransom,Crime,1996,139000,6.7
Ransom,Drama,1996,139000,6.7
Ransom,Thriller,1996,139000,6.7
White Nights,Drama,1985,8600,6.7
White Nights,Music,1985,8600,6.7
The A-Team,Conspiracy Thriller,2010,273000,6.7
The A-Team,Action,2010,273000,6.7
The A-Team,Adventure,2010,273000,6.7
The A-Team,Crime,2010,273000,6.7
The A-Team,Thriller,2010,273000,6.7
The Medallion,Martial Arts,2003,45000,5.2
The Medallion,Slapstick,2003,45000,5.2
The Medallion,Action,2003,45000,5.2
The Medallion,Comedy,2003,45000,5.2
The Medallion,Fantasy,2003,45000,5.2
Line of Duty,Action,2013,954,4.8
Line of Duty,Crime,2013,954,4.8
Line of Duty,Thriller,2013,954,4.8
American Hustle,Period Drama,2013,509000,7.2
American Hustle,True Crime,2013,509000,7.2
American Hustle,Crime,2013,509000,7.2
American Hustle,Drama,2013,509000,7.2
Wicked,Fairy Tale,2024,147000,7.5
Wicked,Pop Musical,2024,147000,7.5
Wicked,Fantasy,2024,147000,7.5
Wicked,Musical,2024,147000,7.5
Wicked,Romance,2024,147000,7.5
Warriors of Heaven and Earth,Action,2003,4500,6.3
Warriors of Heaven and Earth,Adventure,2003,4500,6.3
Warriors of Heaven and Earth,Drama,2003,4500,6.3
Reprise,Drama,2006,16000,7.3
Juno,Coming-of-Age,2007,561000,7.4
Juno,Quirky Comedy,2007,561000,7.4
Juno,Teen Comedy,2007,561000,7.4
Juno,Teen Drama,2007,561000,7.4
Juno,Comedy,2007,561000,7.4
Juno,Drama,2007,561000,7.4
Corky Romano,Parody,2001,14000,4.7
Corky Romano,Slapstick,2001,14000,4.7
Corky Romano,Comedy,2001,14000,4.7
Corky Romano,Crime,2001,14000,4.7
The Omen,Psychological Drama,2006,65000,5.5
The Omen,Supernatural Horror,2006,65000,5.5
The Omen,Drama,2006,65000,5.5
The Omen,Fantasy,2006,65000,5.5
The Omen,Horror,2006,65000,5.5
The Omen,Mystery,2006,65000,5.5
The Omen,Thriller,2006,65000,5.5
Woodlawn,Football,2015,8100,6.4
Woodlawn,Biography,2015,8100,6.4
Woodlawn,Drama,2015,8100,6.4
Woodlawn,History,2015,8100,6.4
Woodlawn,Sport,2015,8100,6.4
Vincere,Biography,2009,6000,6.8
Vincere,Drama,2009,6000,6.8
Vincere,Romance,2009,6000,6.8
Pirates of the Caribbean: The Curse of the Black Pearl,Sea Adventure,2003,1300000,8.1
Pirates of the Caribbean: The Curse of the Black Pearl,Supernatural Fantasy,2003,1300000,8.1
Pirates of the Caribbean: The Curse of the Black Pearl,Swashbuckler,2003,1300000,8.1
Pirates of the Caribbean: The Curse of the Black Pearl,Sword & Sandal,2003,1300000,8.1
Pirates of the Caribbean: The Curse of the Black Pearl,Action,2003,1300000,8.1
Pirates of the Caribbean: The Curse of the Black Pearl,Adventure,2003,1300000,8.1
Pirates of the Caribbean: The Curse of the Black Pearl,Fantasy,2003,1300000,8.1
Phantasm II,B-Horror,1988,17000,6.4
Phantasm II,Dark Comedy,1988,17000,6.4
Phantasm II,Supernatural Horror,1988,17000,6.4
Phantasm II,Fantasy,1988,17000,6.4
Phantasm II,Horror,1988,17000,6.4
Phantasm II,Sci-Fi,1988,17000,6.4
Tarot,Slasher Horror,2024,31000,4.8
Tarot,Supernatural Horror,2024,31000,4.8
Tarot,Teen Horror,2024,31000,4.8
Tarot,Horror,2024,31000,4.8
Desperate Hours,Action,1990,8900,5.4
Desperate Hours,Crime,1990,8900,5.4
Desperate Hours,Drama,1990,8900,5.4
Desperate Hours,Thriller,1990,8900,5.4
Lords of Dogtown,Docudrama,2005,59000,7.1
Lords of Dogtown,Extreme Sport,2005,59000,7.1
Lords of Dogtown,Period Drama,2005,59000,7.1
Lords of Dogtown,Biography,2005,59000,7.1
Lords of Dogtown,Drama,2005,59000,7.1
Lords of Dogtown,Sport,2005,59000,7.1
The Two Faces of January,Crime,2014,34000,6.2
The Two Faces of January,Mystery,2014,34000,6.2
The Two Faces of January,Romance,2014,34000,6.2
The Two Faces of January,Thriller,2014,34000,6.2
Moonlight Mile,Dark Comedy,2002,15000,6.6
Moonlight Mile,Tragedy,2002,15000,6.6
Moonlight Mile,Drama,2002,15000,6.6
Moonlight Mile,Romance,2002,15000,6.6
Sorority Boys,Teen Comedy,2002,17000,5.5
Sorority Boys,Comedy,2002,17000,5.5
The Whole Nine Yards,Dark Comedy,2000,132000,6.7
The Whole Nine Yards,Comedy,2000,132000,6.7
The Whole Nine Yards,Crime,2000,132000,6.7
Hellboy II: The Golden Army,Steampunk,2008,293000,7.0
Hellboy II: The Golden Army,Superhero,2008,293000,7.0
Hellboy II: The Golden Army,Action,2008,293000,7.0
Hellboy II: The Golden Army,Adventure,2008,293000,7.0
Hellboy II: The Golden Army,Fantasy,2008,293000,7.0
Hellboy II: The Golden Army,Horror,2008,293000,7.0
Hellboy II: The Golden Army,Sci-Fi,2008,293000,7.0
Guess Who,Farce,2005,47000,5.9
Guess Who,Comedy,2005,47000,5.9
Guess Who,Romance,2005,47000,5.9
A Very Brady Sequel,Parody,1996,12000,5.9
A Very Brady Sequel,Satire,1996,12000,5.9
A Very Brady Sequel,Slapstick,1996,12000,5.9
A Very Brady Sequel,Comedy,1996,12000,5.9
Snake Eyes,Martial Arts,2021,46000,5.4
Snake Eyes,Superhero,2021,46000,5.4
Snake Eyes,Action,2021,46000,5.4
Snake Eyes,Adventure,2021,46000,5.4
Snake Eyes,Crime,2021,46000,5.4
Snake Eyes,Fantasy,2021,46000,5.4
Snake Eyes,Sci-Fi,2021,46000,5.4
Snake Eyes,Thriller,2021,46000,5.4
Venom,Kaiju,2018,573000,6.6
Venom,Superhero,2018,573000,6.6
Venom,Urban Adventure,2018,573000,6.6
Venom,Action,2018,573000,6.6
Venom,Adventure,2018,573000,6.6
Venom,Sci-Fi,2018,573000,6.6
Calvaire,Drama,2005,14000,6.1
Calvaire,Horror,2005,14000,6.1
Calvaire,Thriller,2005,14000,6.1
"Rabin, the Last Day",Drama,2015,468,6.1
"Rabin, the Last Day",History,2015,468,6.1
"Rabin, the Last Day",Thriller,2015,468,6.1
Wide Awake,Comedy,1998,4700,5.8
Wide Awake,Drama,1998,4700,5.8
Wide Awake,Family,1998,4700,5.8
Rio 2,Animal Adventure,2014,106000,6.3
Rio 2,Computer Animation,2014,106000,6.3
Rio 2,Jungle Adventure,2014,106000,6.3
Rio 2,Adventure,2014,106000,6.3
Rio 2,Animation,2014,106000,6.3
Rio 2,Comedy,2014,106000,6.3
Rio 2,Family,2014,106000,6.3
Rio 2,Music,2014,106000,6.3
Rio 2,Musical,2014,106000,6.3
Rio 2,Romance,2014,106000,6.3
The Ten,Parody,2008,17000,4.9
The Ten,Sketch Comedy,2008,17000,4.9
The Ten,Comedy,2008,17000,4.9
The Ten,Romance,2008,17000,4.9
Maleficent,Dark Fantasy,2014,412000,6.9
Maleficent,Fairy Tale,2014,412000,6.9
Maleficent,Sword & Sorcery,2014,412000,6.9
Maleficent,Action,2014,412000,6.9
Maleficent,Adventure,2014,412000,6.9
Maleficent,Drama,2014,412000,6.9
Maleficent,Family,2014,412000,6.9
Maleficent,Fantasy,2014,412000,6.9
Maleficent,Romance,2014,412000,6.9
Justice League,Superhero,2017,490000,6.0
Justice League,Action,2017,490000,6.0
Justice League,Adventure,2017,490000,6.0
Justice League,Fantasy,2017,490000,6.0
Justice League,Sci-Fi,2017,490000,6.0
"Bright Lights, Big City",Drama,1988,9300,5.7
Son of God,Biography,2014,20000,5.7
Son of God,Drama,2014,20000,5.7
Son of God,History,2014,20000,5.7
I Spit on Your Grave,Splatter Horror,2010,98000,6.2
I Spit on Your Grave,Horror,2010,98000,6.2
I Spit on Your Grave,Thriller,2010,98000,6.2
102 Dalmatians,Animal Adventure,2000,41000,4.9
102 Dalmatians,Slapstick,2000,41000,4.9
102 Dalmatians,Adventure,2000,41000,4.9
102 Dalmatians,Comedy,2000,41000,4.9
102 Dalmatians,Family,2000,41000,4.9
Krull,Alien Invasion,1983,38000,6.1
Krull,Dark Fantasy,1983,38000,6.1
Krull,Sword & Sorcery,1983,38000,6.1
Krull,Action,1983,38000,6.1
Krull,Adventure,1983,38000,6.1
Krull,Fantasy,1983,38000,6.1
Krull,Sci-Fi,1983,38000,6.1
Conclave,Conspiracy Thriller,2024,136000,7.4
Conclave,Drama,2024,136000,7.4
Conclave,Thriller,2024,136000,7.4
Fantasy Island,Supernatural Horror,2020,61000,4.9
Fantasy Island,Suspense Mystery,2020,61000,4.9
Fantasy Island,Fantasy,2020,61000,4.9
Fantasy Island,Horror,2020,61000,4.9
Fantasy Island,Mystery,2020,61000,4.9
The Grudge 2,Supernatural Horror,2006,52000,5.1
The Grudge 2,Horror,2006,52000,5.1
The Grudge 2,Thriller,2006,52000,5.1
The Hateful Eight,Period Drama,2015,688000,7.8
The Hateful Eight,Suspense Mystery,2015,688000,7.8
The Hateful Eight,Whodunnit,2015,688000,7.8
The Hateful Eight,Crime,2015,688000,7.8
The Hateful Eight,Drama,2015,688000,7.8
The Hateful Eight,Mystery,2015,688000,7.8
The Hateful Eight,Thriller,2015,688000,7.8
The Hateful Eight,Western,2015,688000,7.8
What to Expect When You're Expecting,Romantic Comedy,2012,77000,5.7
What to Expect When You're Expecting,Comedy,2012,77000,5.7
What to Expect When You're Expecting,Drama,2012,77000,5.7
What to Expect When You're Expecting,Romance,2012,77000,5.7
Scouts Guide to the Zombie Apocalypse,Slapstick,2015,58000,6.3
Scouts Guide to the Zombie Apocalypse,Zombie Horror,2015,58000,6.3
Scouts Guide to the Zombie Apocalypse,Action,2015,58000,6.3
Scouts Guide to the Zombie Apocalypse,Comedy,2015,58000,6.3
Scouts Guide to the Zombie Apocalypse,Horror,2015,58000,6.3
Dave Chappelle's Block Party,Concert,2006,9700,7.2
Dave Chappelle's Block Party,Comedy,2006,9700,7.2
Dave Chappelle's Block Party,Documentary,2006,9700,7.2
Dave Chappelle's Block Party,Music,2006,9700,7.2
Sightseers,Dark Comedy,2013,31000,6.5
Sightseers,Satire,2013,31000,6.5
Sightseers,Adventure,2013,31000,6.5
Sightseers,Comedy,2013,31000,6.5
Sightseers,Crime,2013,31000,6.5
Sightseers,Horror,2013,31000,6.5
Sightseers,Romance,2013,31000,6.5
Party Monster,Dark Comedy,2003,18000,6.2
Party Monster,Docudrama,2003,18000,6.2
Party Monster,True Crime,2003,18000,6.2
Party Monster,Biography,2003,18000,6.2
Party Monster,Crime,2003,18000,6.2
Party Monster,Drama,2003,18000,6.2
Party Monster,Thriller,2003,18000,6.2
Wonderland,True Crime,2003,24000,6.5
Wonderland,Whodunnit,2003,24000,6.5
Wonderland,Crime,2003,24000,6.5
Wonderland,Drama,2003,24000,6.5
Wonderland,Mystery,2003,24000,6.5
Wonderland,Thriller,2003,24000,6.5
Anna Karenina,Costume Drama,2012,109000,6.6
Anna Karenina,Period Drama,2012,109000,6.6
Anna Karenina,Romantic Epic,2012,109000,6.6
Anna Karenina,Drama,2012,109000,6.6
Anna Karenina,Romance,2012,109000,6.6
Geostorm,Disaster,2017,125000,5.3
Geostorm,Action,2017,125000,5.3
Geostorm,Sci-Fi,2017,125000,5.3
Geostorm,Thriller,2017,125000,5.3
Old School,Raunchy Comedy,2003,250000,7.0
Old School,Comedy,2003,250000,7.0
Race to Witch Mountain,Quest,2009,65000,5.7
Race to Witch Mountain,Action,2009,65000,5.7
Race to Witch Mountain,Adventure,2009,65000,5.7
Race to Witch Mountain,Family,2009,65000,5.7
Race to Witch Mountain,Fantasy,2009,65000,5.7
Race to Witch Mountain,Sci-Fi,2009,65000,5.7
Race to Witch Mountain,Thriller,2009,65000,5.7
Apollo 13,Survival,1995,325000,7.7
Apollo 13,Adventure,1995,325000,7.7
Apollo 13,Drama,1995,325000,7.7
Apollo 13,History,1995,325000,7.7
Clash of the Titans,Fantasy Epic,2010,298000,5.8
Clash of the Titans,Sword & Sandal,2010,298000,5.8
Clash of the Titans,Sword & Sorcery,2010,298000,5.8
Clash of the Titans,Action,2010,298000,5.8
Clash of the Titans,Adventure,2010,298000,5.8
Clash of the Titans,Fantasy,2010,298000,5.8
The Illusionist,Animation,2011,37000,7.4
The Illusionist,Drama,2011,37000,7.4
The Illusionist,Fantasy,2011,37000,7.4
Holy Man,Satire,1998,21000,5.0
Holy Man,Comedy,1998,21000,5.0
Holy Man,Drama,1998,21000,5.0
17 Again,Body Swap Comedy,2009,224000,6.4
17 Again,Feel-Good Romance,2009,224000,6.4
17 Again,Comedy,2009,224000,6.4
17 Again,Drama,2009,224000,6.4
17 Again,Fantasy,2009,224000,6.4
17 Again,Romance,2009,224000,6.4
17 Again,Sport,2009,224000,6.4
Mid90s,Coming-of-Age,2018,82000,7.4
Mid90s,Comedy,2018,82000,7.4
Mid90s,Drama,2018,82000,7.4
Demolition,Comedy,2016,121000,7.0
Demolition,Drama,2016,121000,7.0
Due Date,Buddy Comedy,2010,365000,6.5
Due Date,Dark Comedy,2010,365000,6.5
Due Date,Farce,2010,365000,6.5
Due Date,Road Trip,2010,365000,6.5
Due Date,Comedy,2010,365000,6.5
Due Date,Drama,2010,365000,6.5
Star Wars: Episode I - The Phantom Menace,Action Epic,1999,886000,6.5
Star Wars: Episode I - The Phantom Menace,Adventure Epic,1999,886000,6.5
Star Wars: Episode I - The Phantom Menace,Fantasy Epic,1999,886000,6.5
Star Wars: Episode I - The Phantom Menace,Quest,1999,886000,6.5
Star Wars: Episode I - The Phantom Menace,Sci-Fi Epic,1999,886000,6.5
Star Wars: Episode I - The Phantom Menace,Space Sci-Fi,1999,886000,6.5
Star Wars: Episode I - The Phantom Menace,Action,1999,886000,6.5
Star Wars: Episode I - The Phantom Menace,Adventure,1999,886000,6.5
Star Wars: Episode I - The Phantom Menace,Fantasy,1999,886000,6.5
Star Wars: Episode I - The Phantom Menace,Sci-Fi,1999,886000,6.5
Aberdeen,Drama,2000,3600,7.1
The Transformers: The Movie,Action Epic,1986,43000,7.2
The Transformers: The Movie,Adventure Epic,1986,43000,7.2
The Transformers: The Movie,Alien Invasion,1986,43000,7.2
The Transformers: The Movie,Anime,1986,43000,7.2
The Transformers: The Movie,Car Action,1986,43000,7.2
The Transformers: The Movie,Hand-Drawn Animation,1986,43000,7.2
The Transformers: The Movie,Mecha,1986,43000,7.2
The Transformers: The Movie,Sci-Fi Epic,1986,43000,7.2
The Transformers: The Movie,Space Sci-Fi,1986,43000,7.2
The Transformers: The Movie,Action,1986,43000,7.2
Down and Out with the Dolls,Comedy,2002,222,5.9
Down and Out with the Dolls,Music,2002,222,5.9
Wonder Woman,Superhero,2017,717000,7.3
Wonder Woman,Action,2017,717000,7.3
Wonder Woman,Adventure,2017,717000,7.3
Wonder Woman,Fantasy,2017,717000,7.3
Wonder Woman,Sci-Fi,2017,717000,7.3
Wonder Woman,War,2017,717000,7.3
Step Up 2: The Streets,Drama,2008,93000,6.2
Step Up 2: The Streets,Music,2008,93000,6.2
Step Up 2: The Streets,Romance,2008,93000,6.2
Tiny Furniture,Coming-of-Age,2012,15000,6.2
Tiny Furniture,Quirky Comedy,2012,15000,6.2
Tiny Furniture,Comedy,2012,15000,6.2
Tiny Furniture,Drama,2012,15000,6.2
Tiny Furniture,Romance,2012,15000,6.2
Judas and the Black Messiah,Docudrama,2021,94000,7.4
Judas and the Black Messiah,Period Drama,2021,94000,7.4
Judas and the Black Messiah,Political Drama,2021,94000,7.4
Judas and the Black Messiah,Biography,2021,94000,7.4
Judas and the Black Messiah,Drama,2021,94000,7.4
Judas and the Black Messiah,History,2021,94000,7.4
Ready to Rumble,Comedy,2000,16000,5.4
Ready to Rumble,Sport,2000,16000,5.4
The Raven,Serial Killer,2012,89000,6.4
The Raven,Crime,2012,89000,6.4
The Raven,Mystery,2012,89000,6.4
The Raven,Thriller,2012,89000,6.4
Premium Rush,Action,2012,120000,6.5
Premium Rush,Thriller,2012,120000,6.5
White Noise,Supernatural Horror,2005,52000,5.5
White Noise,Drama,2005,52000,5.5
White Noise,Horror,2005,52000,5.5
White Noise,Mystery,2005,52000,5.5
White Noise,Thriller,2005,52000,5.5
Rumble in the Bronx,Dark Comedy,1996,47000,6.8
Rumble in the Bronx,Kung Fu,1996,47000,6.8
Rumble in the Bronx,Martial Arts,1996,47000,6.8
Rumble in the Bronx,Action,1996,47000,6.8
Rumble in the Bronx,Comedy,1996,47000,6.8
Rumble in the Bronx,Crime,1996,47000,6.8
Rumble in the Bronx,Thriller,1996,47000,6.8
Strange World,Computer Animation,2022,48000,5.7
Strange World,Quest,2022,48000,5.7
Strange World,Action,2022,48000,5.7
Strange World,Adventure,2022,48000,5.7
Strange World,Animation,2022,48000,5.7
Strange World,Comedy,2022,48000,5.7
Strange World,Family,2022,48000,5.7
Strange World,Fantasy,2022,48000,5.7
Strange World,Sci-Fi,2022,48000,5.7
Short Circuit,Artificial Intelligence,1986,68000,6.6
Short Circuit,Quirky Comedy,1986,68000,6.6
Short Circuit,Comedy,1986,68000,6.6
Short Circuit,Family,1986,68000,6.6
Short Circuit,Sci-Fi,1986,68000,6.6
The Monuments Men,Period Drama,2014,145000,6.1
The Monuments Men,Biography,2014,145000,6.1
The Monuments Men,Comedy,2014,145000,6.1
The Monuments Men,Drama,2014,145000,6.1
The Monuments Men,War,2014,145000,6.1
Atonement,Epic,2008,312000,7.8
Atonement,Period Drama,2008,312000,7.8
Atonement,Romantic Epic,2008,312000,7.8
Atonement,Steamy Romance,2008,312000,7.8
Atonement,Tragic Romance,2008,312000,7.8
Atonement,War Epic,2008,312000,7.8
Atonement,Drama,2008,312000,7.8
Atonement,Mystery,2008,312000,7.8
Atonement,Romance,2008,312000,7.8
Atonement,War,2008,312000,7.8
Light Sleeper,Crime,1992,11000,6.9
Light Sleeper,Drama,1992,11000,6.9
Florence Foster Jenkins,Biography,2016,61000,6.8
Florence Foster Jenkins,Comedy,2016,61000,6.8
Florence Foster Jenkins,Drama,2016,61000,6.8
Florence Foster Jenkins,Music,2016,61000,6.8
The Boy,Supernatural Horror,2016,105000,6.0
The Boy,Horror,2016,105000,6.0
The Boy,Mystery,2016,105000,6.0
The Boy,Thriller,2016,105000,6.0
The Girlfriend Experience,Drama,2009,17000,5.5
Star Wars: Episode II - Attack of the Clones,Action Epic,2002,784000,6.6
Star Wars: Episode II - Attack of the Clones,Adventure Epic,2002,784000,6.6
Star Wars: Episode II - Attack of the Clones,Fantasy Epic,2002,784000,6.6
Star Wars: Episode II - Attack of the Clones,Sci-Fi Epic,2002,784000,6.6
Star Wars: Episode II - Attack of the Clones,Space Sci-Fi,2002,784000,6.6
Star Wars: Episode II - Attack of the Clones,Action,2002,784000,6.6
Star Wars: Episode II - Attack of the Clones,Adventure,2002,784000,6.6
Star Wars: Episode II - Attack of the Clones,Fantasy,2002,784000,6.6
Star Wars: Episode II - Attack of the Clones,Sci-Fi,2002,784000,6.6
From Hell,Serial Killer,2001,168000,6.7
From Hell,Slasher Horror,2001,168000,6.7
From Hell,Whodunnit,2001,168000,6.7
From Hell,Crime,2001,168000,6.7
From Hell,Horror,2001,168000,6.7
From Hell,Mystery,2001,168000,6.7
From Hell,Thriller,2001,168000,6.7
A Very Harold & Kumar Christmas,Holiday Comedy,2011,74000,6.2
A Very Harold & Kumar Christmas,Stoner Comedy,2011,74000,6.2
A Very Harold & Kumar Christmas,Adventure,2011,74000,6.2
A Very Harold & Kumar Christmas,Comedy,2011,74000,6.2
